File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\Desktop\Mammoth\Mammoth Car Wash\Mammoth Car Wash\WEB\MDSCI\incCommon.asp,ClientEncode(strvar),2,2,1,1,0,0,0,0,
