Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
Total,154,40114,36547,225,61,3566,4,1,10,0,0
D:\Desktop\Mammoth\Mammoth Car Wash\Mammoth Car Wash\WEB\MDS,154,40114,36547,225,61,3566,4,1,10,0,0
D:\Desktop\Mammoth\Mammoth Car Wash\Mammoth Car Wash\WEB\MDS\Scripts,4,504,412,0,1,92,4,0,9,0,0
